EIN,Name
222381261,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1976 CLASS OF
222462993,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1969 CLASS OF
222474290,DAYBREAK INC
222474823,JEANNE GEIGER CRISIS CENTER INC
222475551,BOSTON WOMENS FUND INC
222477843,CASA LATINA INC
222479325,FINEX HOUSE INCORPORATED
222482508,LASELL ALUMNAE INC LASELL ALUMNAI ASSOCIATION
222485283,LA LECHE LEAGUE INTERNATIONAL INC LLL BILLERICA ID 664
222505458,WOMEN OF POWER INC
222512601,THE WELLESLEY HILLS JUNIOR WOMANS CLUB INC
222512646,CATHOLIC DAUGHTERS OF AMERICA 2244 CT POPE JOHN PAUL II
222514148,WOMENS LUNCH PLACE INC
222514481,MILFORD GIRLS SOFTBALL
222525595,GREENFIELD GIRLS SOFTBALL LEAGUE INC
222531653,WELLESLEY COLLEGE ALUMNAE ASSOC 1984 CLASS
222533468,LA LECHE LEAGUE INTERNATIONAL INC LLL LAWRENCE
222538049,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 000 000 90000924 SOUTHERN N ENG
222541106,SISTERS OF PROVIDENCE HEALTH AND HUMAN SERVICE SYSTEM INC
222542276,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1972 CLASS OF
222544810,LA LECHE LEAGUE INTERNATIONAL INC LLL SCITUATE ID 726
222552924,MILLIKEN SILVA JUNIOR LEAGUE INC
222559693,BOY AND GIRL SCOUTS OF KINGSTON INC
222610254,THE WOODWARD SCHOOL FOR GIRLS FOUNDATION INC
222630861,PREGNANCY CARE CENTER OF THE MERRIMACK VALLEY INC
222691109,WOMENS GOLF ASSOCIATION OF MASSACHUSETTS INC
222704720,BOSTON WOMENS CAUCUS FOR THE ARTS INC
222794431,FRIENDS OF FAMILY PLANNING OF MARTHAS VINEYARD INC
222823947,A SAFE PLACE INC
222826249,CONGREGATION OF THE SISTERS OF DIVINE PROVIDENCE
222832040,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC GROUP RETURN
222868513,SECOND STEP INC
222928632,ABORTION RIGHTS FUND OF WESTERN MASSACHUSETTS INC
222948528,NORTH AMERICAN MENENGAGE NETWORK NAMEN INC
222957361,AMERICAN FRIENDS OF ST HILDAS COLLEGE INC
222983752,NEWTON GIRLS SOFTBALL INC
223042333,WESTPORT GIRLS SOFTBALL LEAGUE INC
223061841,ALUMNAE ASSOCIATION OF THE HARRIET E RICHARDS COOPERATIVE HOUSE OF BOSTON UNIVERSITY INCORPORATED
223135170,HEARTH INC 4 BISHOP STREET INC
223163349,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1992 CLASS OF
223196616,A WOMANS CONCERN INC
223223195,WOMEN OF SPIRIT IN THE BERKSHIRES INC
223267826,CAPE COD CENTER FOR WOMEN INC
223362575,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC AUBURN JUNIOR WOMANS CLUB INC
223362584,PIONEER JUNIOR WOMENS CLUB PIONEER JUNIOR WOMENS CLUB
223362589,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WAKEFIELD JUIOR WOMANS CLUB
223362591,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC JUNIOR WOMANS CLUB OF WALPOLE
223362592,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PAST JUNIOR STATE OFFICERS CLUB
223362600,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WILBRAHAM JUNIOR WOMENS CLUB
223455864,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SECOND DISTRICT PAST PRESIDENTS CLB
223467335,BETHANY CONVENT FOUNDATION INC
223575617,WOMEN CANTORS NETWORK
223837196,GREATER GARDNER GIRLS SOFTBALL
223873677,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 323 000 90002025 REVERE WINTHROP
226069152,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY CLUB CENTRAL NEW JERSEY
232024423,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC NORTHEASTERN PA
232263343,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1958 CLASS OF
232607191,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1961 CLASS OF
232981994,FOUNDATION FOR THE HISTORY OF WOMEN IN MEDICINE
233100110,ENDOWMENT FUND FOR THE HISTORY OF WOMEN IN MEDICINE
236289337,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PHILADELPHIA
236401116,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY IN PHILADELPHIA
237001480,BOSTON ASSOCIATION FOR CHILDBIRTH EDUCATION INC
237002594,HOLY NATIVITY CONVENT INC
237011642,HEBREW LADIES HELPING HAND SOCIETY OF FALL RIVER
237027551,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CONTENTMENT DAR
237027555,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DUXBURY DAR
237058705,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 112 000 90002394 VERMONT
237068287,WOMENS FELLOWSHIP OF OLD FIRST CHURCH
237082030,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC HANOVER WOMANS CLUB JUNIORS
237083105,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WESTWOOD YOUNG WOMENS CLUB
237085588,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PRINCETON TRENTON
237089610,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WILBRAHAM WOMENS CLUB
237090158,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC ORLEANS WOMANS CLUB
237090161,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WESTBOROUGH WOMANS CLUB
237092309,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PEPPERELL WOMANS CLUB
237092312,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC REVERE WOMANS CLUB
237092431,SEVEN HILLS FOUNDATION INC GIRLS WELFARE SOCIETY OF WORCESTER
237093867,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC COMMUNITY CLUB OF CANTON
237093900,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MILTON WOMANS CLUB
237094526,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC THIRD DISTRICT PRESID
237096861,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC FORTNIGHTLY CLUB OF SHARON INC
237096898,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC CAPE COD DISTRICT PRESIDENTS CLUB
237096902,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PROFESSIONAL WOMENS CLUB
237096907,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC 13TH DISTRICT PRESIDENTS CLUB
237097172,GENERAL FEDERATION OF WOMANS CLUBS OF MASSACHUSETTS INC MILTON JUNIOR WOMANS CLUB INC
237097188,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC COUNCIL CLUB
237097189,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC DIRECTORS CHAIRMANS CLUB
237097193,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LAKE PLEASANT WOMANS
237097194,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NAHANT WOMANS CLUB
237097627,MASSACHUSETTS STATE FEDERATION OF WOMENS CLUBS ROCHESTER WOMENS CLUB
237097670,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC OXFORD WOMANS CLUB
237097671,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC TOWNSEND WOMANS CLUB
237098529,WELLESLEY COLLEGE ALUMNAE ASSOCIATION KANSAS CITY WELLESLEY CLUB
237099636,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC JR PAST PRESIDENTS CLUB
237099645,NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC WELLESLEY
237099653,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETSS INC 12TH DISTRICT PAST PRESID
237099657,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC DENNIS YARMOUTH WOMANS CLUB
237099987,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC MARLBOROUGH JUNIOR WOMANS CLUB
237100561,VALLEY DISTRICT DENTAL WOMEN
237101393,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SANDWICH WOMENS CLUB
237107254,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NEEDHAM WOMENS CLUB
237107406,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LEAGUE OF WOMEN COMMUNITY SERVICE
237118940,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LADIES PHYSIOLOGICAL
237119592,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC TAUNTON AND RAYNHAM JUNIORS
237124302,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF RIDGEWOOD
237129237,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC TAUNTON WOMANS CLUB
237130767,INTERNATIONAL ORDER OF THE RAINBOW GIRLS MASSACHUSETTS GRAND ASMBL
237130809,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC BARRE WOMANS CLUB
237131383,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC STERLING WOMANS CLUB
237131753,WOMENS EDUCATIONAL CENTER
237132698,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC EVENING DIV PAST PRES
237132846,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 43 WAKEFIELD ASSEMBLEY
237132848,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 56 WAREHAM ASSEMBLY
237133168,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 57 NEEDHAM ASSEMBLY
237133401,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 89 OXFORD
237133650,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 13 TAUNTON ASSEMBLY
237133655,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 53 CONCORD
237134394,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 58 MIDDLEBORO ASSY
237134592,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 10 WOLLASTON ASSEMBLY
237138155,PANEPIROTIC FEDERATION OF AMERICA CANADA AND AUSTRALIA
237140179,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 98 GEORGETOWN ASSEMBLY
237147454,LEAGUE OF WOMEN VOTERS LOTTE E SCHARFMAN MEMORIAL FUND
237147504,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WESTERN DIST WOMENS CLUB
237147505,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NORTH ANDOVER WOMANS CLUB
237154186,WELLESLEY COLLEGE ALUMNAE ASSOC MONTEREY BAY WELLESLEY CLUB
237156518,WELLESLEY COLLEGE ALUMNAE ASSOC ATLANTA WELLESLEY CLUB
237157364,WELLESLEY JUNIOR SERVICE LEAGUE
237161278,WELLESLEY COLLEGE ALUMNAE ASSOC FAIRFIELD VILLAGES WELLESLEY CLUB
237162043,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 28 NATICK
237163229,CATHOLIC DAUGHTERS OF AMERICA 279 CT MARQUETTE 279
237164873,CATHOLIC DAUGHTERS OF AMERICA 103 STONEHAM 103
237165810,CATHOLIC DAUGHTERS OF AMERICA 807 CT LORETTO 807 CT LORETTO
237167383,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF COLORADO
237168323,WELLESLEY COLLEGE ALUMNAE ASSOC NORTH SHORE WELLESLEY CLUB
237168457,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF SARASOTA
237168725,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTH COAST WELLESLEY CLUB
237169154,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC THE HOLLY CLUB OF WRENTHAM INC
237169486,CATHOLIC DAUGHTERS OF THE AMERICAS 781 CT ANSONIA
237169487,CATHOLIC DAUGHTERS OF AMERICA 897 CT ST ANNE 897 CT ST ANNE
237169488,CATHOLIC DAUGHTERS OF AMERICA 176 REGINA 176
237169527,CATHOLIC DAUGHTERS OF AMERICA 141 CT ST AGNES 141 CT ST AGNES
237169871,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLUB LOS ANGELES
237170576,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLUB OF DALLAS
237171138,CATHOLIC DAUGHTERS OF THE AMERICAS 324 CT EVERETT
237171139,CATHOLIC DAUGHTERS OF THE AMERICAS 488 BROOKLINE
237171140,CATHOLIC DAUGHTERS OF THE AMERICAS 1065 CT CORPUS CHRISTI
237171803,CLIPPED WINGS UNITED AIR LINES STEWARDESS ALUMNAE AND FLIGHT ATTEND BOSTON CHAPTER BOS
237171840,CATHOLIC DAUGHTERS OF AMERICA 1587 ST PATRICK COURT 1587
237171841,CATHOLIC DAUGHTERS OF AMERICA 1563 CT CARDINAL WRIGHT 1563 CARDINAL WRIGHT
237171843,CATHOLIC DAUGHTERS OF AMERICA 1556 CT BISHOP WELDON 1556 CT BISHOP WELDON
237171844,CATHOLIC DAUGHTERS OF THE AMERICAS 1543 CT OUR LADY OF PRESENTATION
237171845,CATHOLIC DAUGHTERS OF THE AMERICAS 1500 CT OUR LADY
237171846,CATHOLIC DAUGHTERS OF AMERICA 1495 CT OUR LADY OF FATIMA 1495 CT OUR LADY OF FATIMA
237171847,CATHOLIC DAUGHTERS OF THE AMERICAS 1475 CT ST JOSEPH
237171849,CATHOLIC DAUGHTERS OF AMERICA 1465 OUR LADY OF THE SACRED HEART COURT 1465 CT OUR LADY SACR HRT
237171854,CATHOLIC DAUGHTERS OF AMERICA 1394 CT OUR LADY OF THE MIRACULOUS MEDA 1394 CT OUR LADY OF THE MIRA MEDAL
237171868,CATHOLIC DAUGHTERS OF AMERICA 1198 COURT MILTON 1198
237171874,CATHOLIC DAUGHTERS OF AMERICA 1154 COURT ST EDWARD 1154
237171876,CATHOLIC DAUGHTERS OF AMERICA 1123 COURT ST JUDE 1123
237171878,CATHOLIC DAUGHTERS OF AMERICA 1116 COURT OUR LADY HELP OF CHRISTIANS 1116
237174059,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN NEW HAVEN
237174464,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC AGAWAM JR WOMANS CLUB
237175560,CATHOLIC DAUGHTERS OF THE AMERICAS MASSACHUSETTS STATE COURT
237176640,CATHOLIC DAUGHTERS OF AMERICA 336 CT JOHN J WILLIAMS 336 CT JOHN J WILLIAMS
237176994,WELLESLEY COLLEGE ALUMNAE ASSOC ROCHESTER WELLESLEY CLUB
237177252,CATHOLIC DAUGHTERS OF AMERICA 438 CT READING 438 READING
237177255,CATHOLIC DAUGHTERS OF AMERICA 150 SANTA MARIA 150
237177258,CATHOLIC DAUGHTERS OF AMERICA 183 CT LA RABIDA 183 CT LA RABIDA
237177263,CATHOLIC DAUGHTERS OF AMERICA 286 CT CARMEL 286 CT MT CARMEL
237177269,CATHOLIC DAUGHTERS OF THE AMERICAS 434 CT SALEM
237177270,CATHOLIC DAUGHTERS OF AMERICA 436 CT ST JAMES 436 CT ST JAMES
237177274,CATHOLIC DAUGHTERS OF THE AMERICAS 510 MAPLEWOOD
237177275,CATHOLIC DAUGHTERS OF AMERICA 527 CT JAMES LEE 527 CT JAMES LEE
237177278,CATHOLIC DAUGHTERS OF AMERICA 617 SAINT CECILIA 617
237177279,CATHOLIC DAUGHTERS OF THE AMERICAS 584 CT HENRY A SULLIVAN
237177280,CATHOLIC DAUGHTERS OF THE AMERICAS 629 CT MARGARET
237177284,CATHOLIC DAUGHTERS OF AMERICA 783 CT ST MONICA 783 CT ST MONICA
237177285,CATHOLIC DAUGHTERS OF AMERICA 851 CT PROVINCETOWN 851 CT PROVINCETOWN
237177289,CATHOLIC DAUGHTERS OF AMERICA CT BLESSED THERESA THE LITTLE FLOWER 903 CT BLESSED THERESA
237177290,CATHOLIC DAUGHTERS OF THE AMERICAS 904 CT SANTA REGINA
237177296,CATHOLIC DAUGHTERS OF AMERICA 1093 CT BISHOP OLEARY 1093 CT BISHOP CLEARY
237178052,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTHERN CONNECTICUT WELLESLEY CLUB
237178521,WELLESLEY COLLEGE ALUMNAE ASSOC 1952 CLASS
237178572,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1946 CLASS
237178843,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 426 000 90000734 MALDEN MELROSE
237178922,WELLESLEY COLLEGE ALUMNAE ASSOC 1964 CLASS
237179005,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 430 000 90000735 MANCHESTER
237179138,WELLESLEY COLLEGE ALUMNAE ASSOC 1963 CLASS
237179154,WELLESLEY COLLEGE ALUMNAE ASSOC 1960 CLASS
237179202,WELLESLEY COLLEGE ALUMNAE ASSOC 1954 CLASS
237180155,WELLESLEY COLLEGE ALUMNAE ASSOC CLASS OF 1967
237180656,WELLESLEY COLLEGE ALUMNAE ASSOC 1957 CLASS
237181730,JORDAN HOSPITAL CLUB INC
237184114,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 696 000 90000958 SHARON STOUGHTO
237185247,WELLESLEY COLLEGE ALUMNAE ASSOC 1966 CLASS
237186938,WELLESLEY COLLEGE ALUMNAE ASSOC 1961 CLASS
237188238,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN PHOENIX
237189895,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 598 000 90000739 PORTLAND
237191894,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 091 000 90002424 BINGHAMTON
237191996,WELLESLEY COLLEGE ALUMNAE ASSOC 1971 CLASS
237194393,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 222 000 90001958 MERRIMACK VALLE
237195714,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB NORTHERN CALIFORNIA
237195790,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 575 000 90000738 SHALOM HADASSAH
237198323,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 761 000 90002429 SYRACUSE
237202418,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 621 000 90000957 SUBURBAN SOUTH
237204744,WELLESLEY COLLEGE ALUMNAE ASSOC ENGLEWOOD WELLESLEY CLUB
237211328,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 798 000 90002430 UTICA
237211788,WELLESLEY COLLEGE ALUMNAE ASSOC NEW HAMPSHIRE WELLESLEY CLUB
237211790,WELLESLEY COLLEGE ALUMNAE ASSOC WINCHESTER WELLESLEY CLUB
237211794,WELLESLEY COLLEGE ALUMNAE ASSOC NEW YORK CAPITAL DISTRICT
237211799,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF HOUSTON
237211800,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF SAN ANTONIO
237211802,WELLESLEY COLLEGE ALUMNAE ASSOC PITTSBURGH WELLESLEY CLUB
237211803,WELLESLEY COLLEGE ALUMNAE ASSOC MILWAUKEE WELLESLEY CLUB
237211804,WELLESLEY COLLEGE ALUMNAE ASSOC MINNESOTA WELLESLEY CLUB
237211805,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF PASADENA
237211806,WELLESLEY COLLEGE ALUMNAE ASSOC MIAMI WELLESLEY CLUB
237211807,WELLESLEY COLLEGE ALUMNAE ASSOC ST LOUIS WELLESLEY CLUB
237211808,WELLESLEY COLLEGE ALUMNAE ASSOC WESTERN MAINE WELLESLEY
237213564,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY ON LONG ISLAND
237214150,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1953 CLASS
237216457,WELLESLEY COLLEGE ALUMNAE ASSOC 1965 CLASS
237216460,WELLESLEY COLLEGE ALUMNAE ASSOC CINCINNATI WELLESLEY CLUB
237216462,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTHEASTERN PENNSYLVANIA WELLESLEY
237219032,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 09 638 000 90002420 ROCHESTER
237221480,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 397 000 90002396 LEOMINSTER HANN
237222844,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 217 000 90002425 ELMIRA
237229600,WELLESLEY COLLEGE ALUMNAE ASSOC 1972 CLASS
237229697,WELLESLEY COLLEGE ALUMNAE ASSOC 1950 CLASS
237233552,WELLESLEY COLLEGE ALUMNAE ASSOC 1969 CLASS
237237427,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 815 000 90000745 WATERVILLE
237239212,WELLESLEY COLLEGE ALUMNAE ASSOC EASTERN MAINE WELLESLEY CLUB
237239372,WELLESLEY COLLEGE ALUMNAE ASSOC RHODE ISLAND WELLESLEY CLUB
237240995,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF KENTUCKY
237244242,WELLESLEY COLLEGE ALUMNAE ASSOC 1970 CLASS
237258198,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 327 000 90000949 HULL
237268841,CATHOLIC DAUGHTERS OF THE AMERICAS 821 ST CLEMENTINE
237272323,CATHOLIC DAUGHTERS OF THE AMERICAS 943 JAMES F STANTON
237274169,BOSTON WOMENS HEALTH BOOK COLLECTIVE INC OUR BODIES OURSELVES
237278414,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 699 000 90000743 SHAWSHEEN VALLE
237280386,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 494 000 90000736 SOUTHERN NEW HA
237281145,58 501 000 90000953 NEW BEDFORD
237281175,BOSTON AREA CHAPTER OF THE RANDOLPH MACON WOMANS ALUMNAE ASSOC
237288887,PREGNANCY SUPPORT SERVICES OF BERKSHIRE COUNTY INC
237290523,WELLESLEY COLLEGE ALUMNAE ASSOC 1968 CLASS
237290741,CATHOLIC DAUGHTERS OF THE AMERICAS 1859 ST FRANCIS OF ASSISI
237291402,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 241 000 90002426 FINGER LAKES
237292130,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF CAPE COD
237295964,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 398 000 90000732 LEWISTON AUBURN
237300225,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SOUTHERN DISTRICT PRESIDENT CLUB
237300279,CATHOLIC DAUGHTERS OF AMERICA 910 COURT BISHOP CONATY 910
237304064,WOMENS MENTAL HEALTH COLLECTIVE INC
237313005,CATHOLIC DAUGHTERS OF AMERICA 476 COURT MATTAPAN 476
237321988,SANCTA MARIA HOSPITAL WOMENS AUXIL SANCTA MARIA GIFT SHOP
237322870,WELLESLEY COLLEGE ALUMNAE ASSOCIATION COLUMBUS WELLESLEY CLUB
237322871,WELLESLEY COLLEGE ALUMNAE ASSOCIATION SACRAMENTO AREA WELLESLEY CLUB
237333766,HOLYOKE HOSPITAL ALUMNAE ASSOCIATION
237335912,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC HARTFORD
237348929,NATL SOCIETY WOMEN DESCENDANTS OF THE ANCIENT AND HONORABLE ARTILLERY MASSACHUSETTS COURT OF ASSISTANTS
237353086,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC WASHINGTON DC
237354764,WELLESLEY COLLEGE ALUMNAE ASSOC 1955 CLASS
237375415,WELLESLEY COLLEGE ALUMNAE ASSOC CE DS CLASS
237376069,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC WESTCHESTER
237391034,WELLESLEY COLLEGE ALUMNAE ASSOC 1974 CLASS
237398663,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 542 000 90000954 NORWOOD WESTWOO
237400263,NATIONAL SOCIETY UNITED STATES DAUGHTERS OF 1812 MASSACHUSSETTS STATE SOCIETY
237405230,ATTLEBORO AREA BIRTH RIGHT INC
237429849,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MILFORD JUNIOR WOMANS CLUB
237431252,CATHOLIC DAUGHTERS OF AMERICA 2112 COURT MOTHER SETON 2112
237506429,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 114 BARRE ASSEMBLY
237506432,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 61 BILLERICA ASSEMBLY
237507236,INTERNATIONAL ORDER OF THE RAINBOW GIRLS SUPREME ASSEMBLY 20 BROCKTON
237507239,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 74 EAST LONGMEADOW ASSEMBLY
237507243,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 47 SANDRA J MARSHALL
237507248,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 39 HAVERHILL
237507250,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 85 HOLDEN ASSEMBLY
237507254,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 37 LEXINGTON ASSEMBLY
237507269,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 86 PLYMOUTH ASSEMBLY
237507271,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 33 SAUGUS ASSEMBLY
237507274,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 72 SPENCER
237507284,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 79 W SPRINGFIELD ASSEMBLY
237564639,CATHOLIC DAUGHTERS OF AMERICA 318 CT IRMA 318
237564665,CATHOLIC DAUGHTERS OF AMERICA 1753 CT FATHER WILLIAM GRACE 1753
237584663,NATIONAL SOCIETY DAUGHTERS OF FOUNDERS AND PATRIOTS OF AMERICA MASSACHUSETTS CHAPTER NSDFPA
251351918,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PITTSBURGH
260066788,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2003 CLASS
260170684,HAGARS SISTERS INC
260352690,CURE DIABETES INC
260367118,OUR SISTERS SCHOOL INC
260413943,THE HONORABLE TINA BROZMAN FOUNDATION INC
260453775,ELLEN JOHNSON SIRLEAF MARKET WOMENSFUND
260572244,WOODS HOLE WOMANS CLUB CHARITABLETRUST
260752782,1ST LIEUTENANT DEREK HINES SOLDIERSASSISTANCE FUND INC
260767539,WOMEN OF FISHING FAMILIES
260819432,TRUE NORTH HOLISTIC CENTER AND RETREAT HOUSE INC
260878742,BERKSHIRE WOMEN FOR WOMEN WOLDWIDEINC
