,EIN,Name,totcntrbgfts,totcntrbs
639,61098984,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1957 CLASS OF,,
640,61143845,WELLESLEY COLLEGE ALUMNAE ASSOC 1985 CLASS,,
641,61172521,WELLESLEY COLLEGE ALUMNAE ASSOC 1986 CLASS,,
642,61267519,WELLESLEY COLLEGE ALUMNAE ASSOC 1989 CLASS,,
643,61455086,WELLESLEY COLLEGE ALUMNAE ASSOC 1996 CLASS,,
644,61622668,CENTERING HEALTHCARE INSTITUTE INC,3108577.0,
645,61627454,YWCA NEW ENGLAND COUNCIL,,
646,61646966,MISSAO CRISTA MUNDIAL INC,58589.0,
647,61652217,WOMEN OF POWER EDUCATIONAL SERVICES INC,,785.0
648,61714258,WOMEN AT WORK MUSEUM INC,,15170.0
649,61728348,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC WESTERN MASS CHEETAHS,,
650,61828407,MEENAKSHI FOUNDATION INCORPORATED,,56780.0
651,66074893,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC NEW HAVEN,,
652,66108475,WELLESLEY COLLEGE ALUMNAE ASSOC HARTFORD WELLESLEY CLUB,,
653,66183629,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTHEASTERN CONNECTICUT WELLESLEY,,
654,68167678,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 533 000 90002390 NORTHAMPTON AMH,,
655,112432759,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC LONG ISLAND,,
656,112649351,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1968 CLASS OF,,
657,113692512,JULIES FAMILY LEARNING PROGRAM INC,1221149.0,
658,113790125,ANNETTES CLIMB INC,,
659,113822037,RUNWAY FOR RECOVERY INC,418195.0,
660,113824951,MASS DRIFTERS JUNIOR OLYMPIC SOFTBALL,165744.0,
661,131514976,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC NEW YORK CITY,,
662,131547107,WELLESLEY COLLEGE ALUMNAE ASSOC NEW YORK WELLESLEY CLUB,,
663,133041423,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 1980 CLASS,,
664,133190926,JOURNAL OF FEMINIST STUDIES IN RELIGION INC,,370.0
665,133202333,SOCIETY FOR MENSTRUAL CYCLE RESEARCH,,
666,133223455,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1979 CLASS OF,,
667,134219436,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC NORTH SHORE MOM,,
668,134334549,WOMANADE AT THE PINEHILLS INC,,22196.0
669,136161347,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN WESTCHESTER,,
670,136227462,A C N M FOUNDATION INC,507878.0,
671,141599487,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MID HUDSON VALLEY,,
672,141733128,WELLESLEY COLLEGE ALUMNAE ASSOC 1990 CLASS,,
673,141857230,FRAMINGHAM GIRLS FASTPITCH SOFTBALL,,
674,141866590,MOTHERWOMAN INC,,42643.0
675,141892866,SCIENCE CLUB FOR GIRLS INC,1284264.0,
676,141892866,SCIENCE CLUB FOR GIRLS INC,1389157.0,
677,141928232,WILDE IRISH WOMEN REPERTORY COMPANY,,
678,141932732,MASS BAY GIRLS LACROSSE LEAGUE INC,,
679,141995858,ROAD RUNNERS CLUB OF AMERICA TITLE IX GIRLS RUNNING CLUB INC,,
680,146048825,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 267 000 90002423 GLOVERSVILLE,,
681,156022030,WELLESLEY COLLEGE ALUMNAE ASSOC CENTRAL NEW YORK WELLESLEY CLUB,,
682,161064895,WELLESLEY COLLEGE ALUMNAE ASSOC BUFFALO WELLESLEY CLUB,,
683,161070096,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 346 000 90002428 ITHACA,,
684,161082191,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC GENESEE VALLEY,,
685,161711739,HERVOICES,,
686,161728112,BNOT TORAH DAUGHTERS OF TORAH,,
687,161729913,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC SOUTHCOAST MOTHERS OF MULTIPLES,,
688,161760056,NATIONAL BLACK WOMENS SOCIETY,,
689,200067510,WOMENEXPLORE LECTURE AND DISCUSSION FORUM INC,,300.0
690,200067510,WOMENEXPLORE LECTURE AND DISCUSSION FORUM INC,,2985.0
691,200129450,CASEY GIRL FOUNDATION INC,,
692,200135733,JUDITH ROSE SHEA FOUNDATION FOR OVARIAN CANCER INC,,
693,200156651,ATLANTIC WOMENS HEALTH INC,,
694,200355361,MANSFIELD GIRLS SOFTBALL ASSOCIATION,,5290.0
695,200367394,MASSACHUSETTS HOCKEY CHILDRENS FOUNDATION INC,,0.0
696,200397727,SOUTH COAST GIRLS SOFTBALL,,
697,200705230,CAMBRIDGE GIRLS SOFTBALL LEAGUE,,
698,200708514,WOMEN IN TRANSITION HOUSING INC,,
699,201156838,AMERICAN FAMILY CENTER INC,,
700,201261647,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2003 CLASS OF,,
701,201424492,YOUNG WOMENS FINANCIAL NETWORK INC,,
702,201440761,CAPPELLA CLAUSURA INC,,119819.0
703,201462777,MANSFIELD MOTHERS CLUB INC,,
704,201465838,CURES FOR OVARIAN CANCER INC,,
705,201546869,HINGHAM GIRLS HOCKEY BOOSTERS INC,,2576.0
706,201633687,NORTH SHORE FAIRY GODMOTHER PROJECT,,
707,201845370,KONBIT POU AYITI INC,,
708,201926620,FALMOUTH GIRLS YOUTH LACROSSE INC,,
709,201939694,CENTRAL MASS JUNIORS VOLLEYBALL CLUB,0.0,
710,202001289,FUND WOMENS RECOVERY INC MARGARET LAVELO,,
711,202048343,F HOLLAND DAY CENTER FOR HEALING AND CREATIVITY,,
712,202166463,AMESBURY GIRLS YOUTH SOFTBALL LEAGUE INC,,
713,202310717,WALPOLE GIRLS SOFTBALL ASSOCIATION,,
714,202321377,STRONG WOMEN STRONG GIRLS INC,1433086.0,
715,202380720,METHUEN GIRLS SOFTBALL INCOPORATED,,6820.0
716,202537553,ANNE ROGAL HELMAN OVARIAN CANCER FUND,,
717,202576370,MEGAGPO INC,,
718,202616574,WOMENADE OF WAREHAM INC,,
719,202699177,MASSACHUSETTS CONFERENCE FOR WOMEN INC,2182500.0,
720,202767231,NORTHBRIDGE YOUTH SOFTBALL ASSOCIATION,,
721,202871803,CHELMSFORD GIRLS SOFTBALL ASSOCIATION LEAGUE INC,,0.0
722,202968817,HINGHAM GALS INC,,0.0
723,203442971,FRIENDS OF ACTON BOXBOROUGH GIRLS HOCKEY INC,,
724,203517424,LA LECHE LEAGUE INTERNATIONAL INC LLL DANVERS ID 693,,
725,203578234,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE 2004 CLASS OF,,
726,203611695,BEVERLY GIRLS SOFTBALL INC,,
727,203631773,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE 2005 CLASS OF,,
728,203803238,REFLECT AND STRENGTHEN INC,,
729,203995543,CREATIVE ACTION INSTITUTE INC,420063.0,
730,204027171,JULIE FUND INC,254915.0,
731,204028364,WOMEN NETWORKING IN ELECTRONIC TRANSACTIONS,74139.0,
732,204241653,GRAFTON GIRLS SOFTBALL ASSOCIATIONINC,,
733,204284833,OVATIONS FOR A CURE INC,171205.0,
734,204576506,CIRCLE OF WOMEN REACH AND TEACH ACROSS BORDERS,,
735,204647421,DGH INCORPORATED DONNAS GIFT OF HOPE,,
736,204661646,BRIDGEWATER GIRLS SOFTBALL LEAGUE,,0.0
737,205011983,MASS STATE COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN IN THE AR,,
738,205072705,ACTON BOXBOROUGH GIRLS YOUTHLACROSSE INC,,
739,205336236,FEMALE LEADERSHIP INTEREST COUNCILINC,,
740,205377460,WOMENS WELL INC,,
741,205421350,SABRINAS FOUNDATION INC,,6280.0
742,205697682,WOMEN IN SOBER HOUSING INC,,
743,205946832,FLYING KITES INC,2071194.0,
744,208063509,MOTHERS MILK BANK NORTHEAST INC,1207911.0,
745,208285276,NEW ORLEANS WOMEN ARTIST COLLECTIVEINCORPORATED NEW ORLEANS WOMEN ARTIST COLLECTIVE,,
746,208384202,WELLESLEY COLLEGE ALUMNAEASSOCIATION OKLAHOMA WELLESLEY CLUB,,
747,208431552,WOMEN OF MOVEMENT CHRISTIAN MINISTRY,,
748,208561545,WTS BOSTON CHARITABLE FUND INC,29993.0,
749,208871117,PROJECT HAVE HOPE INC,,65602.0
750,208902374,VIRTUOUS WOMEN USA INC,,
751,208980613,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 2007 CLASS OF,,
752,222169466,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC MONMOUTH COUNTY NJ,,
753,222192929,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE NORTHERN NEW JERSEY,,
754,222196613,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC BERGEN PASSAIC ROCKLAND,,
755,222333758,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1956 CLASS OF,,
756,222381261,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1976 CLASS OF,,
757,222462993,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1969 CLASS OF,,
758,222474290,DAYBREAK INC,519812.0,
759,222474823,JEANNE GEIGER CRISIS CENTER INC,3246494.0,
760,222475551,BOSTON WOMENS FUND INC,992937.0,
761,222477843,CASA LATINA INC,,
762,222479325,FINEX HOUSE INCORPORATED,1413718.0,
763,222482508,LASELL ALUMNAE INC LASELL ALUMNAI ASSOCIATION,,0.0
764,222485283,LA LECHE LEAGUE INTERNATIONAL INC LLL BILLERICA ID 664,,
765,222505458,WOMEN OF POWER INC,,
766,222512601,THE WELLESLEY HILLS JUNIOR WOMANS CLUB INC,,89882.0
767,222512646,CATHOLIC DAUGHTERS OF AMERICA 2244 CT POPE JOHN PAUL II,,
768,222514148,WOMENS LUNCH PLACE INC,4259845.0,
769,222514481,MILFORD GIRLS SOFTBALL,,2100.0
770,222525595,GREENFIELD GIRLS SOFTBALL LEAGUE INC,,4620.0
771,222531653,WELLESLEY COLLEGE ALUMNAE ASSOC 1984 CLASS,,
772,222533468,LA LECHE LEAGUE INTERNATIONAL INC LLL LAWRENCE,,
773,222538049,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 58 000 000 90000924 SOUTHERN N ENG,,
774,222541106,SISTERS OF PROVIDENCE HEALTH AND HUMAN SERVICE SYSTEM INC,,
775,222542276,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1972 CLASS OF,,
776,222544810,LA LECHE LEAGUE INTERNATIONAL INC LLL SCITUATE ID 726,,
777,222552924,MILLIKEN SILVA JUNIOR LEAGUE INC,,
778,222559693,BOY AND GIRL SCOUTS OF KINGSTON INC,,0.0
779,222610254,THE WOODWARD SCHOOL FOR GIRLS FOUNDATION INC,,
780,222630861,PREGNANCY CARE CENTER OF THE MERRIMACK VALLEY INC,437924.0,
781,222691109,WOMENS GOLF ASSOCIATION OF MASSACHUSETTS INC,,
782,222704720,BOSTON WOMENS CAUCUS FOR THE ARTS INC,,
783,222794431,FRIENDS OF FAMILY PLANNING OF MARTHAS VINEYARD INC,39876.0,
784,222823947,A SAFE PLACE INC,1573627.0,
785,222826249,CONGREGATION OF THE SISTERS OF DIVINE PROVIDENCE,,
786,222832040,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC GROUP RETURN,,
787,222868513,SECOND STEP INC,,
788,222928632,ABORTION RIGHTS FUND OF WESTERN MASSACHUSETTS INC,274648.0,
789,222948528,NORTH AMERICAN MENENGAGE NETWORK NAMEN INC,28456.0,
790,222957361,AMERICAN FRIENDS OF ST HILDAS COLLEGE INC,1156646.0,
791,222983752,NEWTON GIRLS SOFTBALL INC,,5080.0
792,223042333,WESTPORT GIRLS SOFTBALL LEAGUE INC,,
793,223061841,ALUMNAE ASSOCIATION OF THE HARRIET E RICHARDS COOPERATIVE HOUSE OF BOSTON UNIVERSITY INCORPORATED,,
794,223135170,HEARTH INC 4 BISHOP STREET INC,,
795,223163349,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1992 CLASS OF,,
796,223196616,A WOMANS CONCERN INC,634651.0,
797,223223195,WOMEN OF SPIRIT IN THE BERKSHIRES INC,,
798,223267826,CAPE COD CENTER FOR WOMEN INC,,
799,223362575,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC AUBURN JUNIOR WOMANS CLUB INC,,
800,223362584,PIONEER JUNIOR WOMENS CLUB PIONEER JUNIOR WOMENS CLUB,,
801,223362589,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WAKEFIELD JUIOR WOMANS CLUB,,
802,223362591,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC JUNIOR WOMANS CLUB OF WALPOLE,,
803,223362592,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PAST JUNIOR STATE OFFICERS CLUB,,
804,223362600,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WILBRAHAM JUNIOR WOMENS CLUB,,
805,223455864,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SECOND DISTRICT PAST PRESIDENTS CLB,,
806,223467335,BETHANY CONVENT FOUNDATION INC,,
807,223575617,WOMEN CANTORS NETWORK,,
808,223837196,GREATER GARDNER GIRLS SOFTBALL,,
809,223873677,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 323 000 90002025 REVERE WINTHROP,,
810,226069152,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY CLUB CENTRAL NEW JERSEY,,
811,232024423,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC NORTHEASTERN PA,,
812,232263343,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1958 CLASS OF,,
813,232607191,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC 1961 CLASS OF,,
814,232981994,FOUNDATION FOR THE HISTORY OF WOMEN IN MEDICINE,,39680.0
815,233100110,ENDOWMENT FUND FOR THE HISTORY OF WOMEN IN MEDICINE,0.0,
816,236289337,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PHILADELPHIA,,
817,236401116,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY IN PHILADELPHIA,,
818,237001480,BOSTON ASSOCIATION FOR CHILDBIRTH EDUCATION INC,227052.0,
819,237002594,HOLY NATIVITY CONVENT INC,,
820,237011642,HEBREW LADIES HELPING HAND SOCIETY OF FALL RIVER,,
821,237027551,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CONTENTMENT DAR,,
822,237027555,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DUXBURY DAR,,
823,237058705,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA 43 112 000 90002394 VERMONT,,
824,237068287,WOMENS FELLOWSHIP OF OLD FIRST CHURCH,,
825,237082030,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC HANOVER WOMANS CLUB JUNIORS,,
826,237083105,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC WESTWOOD YOUNG WOMENS CLUB,,0.0
827,237085588,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC PRINCETON TRENTON,,
828,237089610,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WILBRAHAM WOMENS CLUB,,
829,237090158,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC ORLEANS WOMANS CLUB,,
830,237090161,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WESTBOROUGH WOMANS CLUB,,
831,237092309,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PEPPERELL WOMANS CLUB,,
832,237092312,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC REVERE WOMANS CLUB,,
833,237092431,SEVEN HILLS FOUNDATION INC GIRLS WELFARE SOCIETY OF WORCESTER,,
834,237093867,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC COMMUNITY CLUB OF CANTON,,
835,237093900,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC MILTON WOMANS CLUB,,
836,237094526,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC THIRD DISTRICT PRESID,,
837,237096861,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC FORTNIGHTLY CLUB OF SHARON INC,,
838,237096898,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC CAPE COD DISTRICT PRESIDENTS CLUB,,
839,237096902,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC PROFESSIONAL WOMENS CLUB,,
840,237096907,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC 13TH DISTRICT PRESIDENTS CLUB,,
841,237097172,GENERAL FEDERATION OF WOMANS CLUBS OF MASSACHUSETTS INC MILTON JUNIOR WOMANS CLUB INC,,
842,237097188,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC COUNCIL CLUB,,
843,237097189,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC DIRECTORS CHAIRMANS CLUB,,
844,237097193,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LAKE PLEASANT WOMANS,,
845,237097194,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NAHANT WOMANS CLUB,,
846,237097627,MASSACHUSETTS STATE FEDERATION OF WOMENS CLUBS ROCHESTER WOMENS CLUB,,
847,237097670,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC OXFORD WOMANS CLUB,,
848,237097671,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC TOWNSEND WOMANS CLUB,,
849,237098529,WELLESLEY COLLEGE ALUMNAE ASSOCIATION KANSAS CITY WELLESLEY CLUB,,
850,237099636,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC JR PAST PRESIDENTS CLUB,,
851,237099645,NATIONAL LEAGUE OF AMERICAN PEN WOMEN INC WELLESLEY,,
852,237099653,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETSS INC 12TH DISTRICT PAST PRESID,,
853,237099657,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC DENNIS YARMOUTH WOMANS CLUB,,
854,237099987,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC MARLBOROUGH JUNIOR WOMANS CLUB,,
855,237100561,VALLEY DISTRICT DENTAL WOMEN,,
856,237101393,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC SANDWICH WOMENS CLUB,,
857,237107254,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NEEDHAM WOMENS CLUB,,
858,237107406,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LEAGUE OF WOMEN COMMUNITY SERVICE,,
859,237118940,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC LADIES PHYSIOLOGICAL,,
860,237119592,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC TAUNTON AND RAYNHAM JUNIORS,,
861,237124302,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF RIDGEWOOD,,
862,237129237,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC TAUNTON WOMANS CLUB,,
863,237130767,INTERNATIONAL ORDER OF THE RAINBOW GIRLS MASSACHUSETTS GRAND ASMBL,34346.0,
864,237130809,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC BARRE WOMANS CLUB,,
865,237131383,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC STERLING WOMANS CLUB,,
866,237131753,WOMENS EDUCATIONAL CENTER,400660.0,
867,237132698,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC EVENING DIV PAST PRES,,
868,237132846,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 43 WAKEFIELD ASSEMBLEY,,
869,237132848,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 56 WAREHAM ASSEMBLY,,
870,237133168,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 57 NEEDHAM ASSEMBLY,,
871,237133401,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 89 OXFORD,,
872,237133650,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 13 TAUNTON ASSEMBLY,,
873,237133655,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 53 CONCORD,,
874,237134394,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 58 MIDDLEBORO ASSY,,
875,237134592,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 10 WOLLASTON ASSEMBLY,,
876,237138155,PANEPIROTIC FEDERATION OF AMERICA CANADA AND AUSTRALIA,4186.0,
877,237140179,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 98 GEORGETOWN ASSEMBLY,,
878,237147454,LEAGUE OF WOMEN VOTERS LOTTE E SCHARFMAN MEMORIAL FUND,184197.0,
879,237147504,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WESTERN DIST WOMENS CLUB,,
880,237147505,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC NORTH ANDOVER WOMANS CLUB,,
881,237154186,WELLESLEY COLLEGE ALUMNAE ASSOC MONTEREY BAY WELLESLEY CLUB,,
882,237156518,WELLESLEY COLLEGE ALUMNAE ASSOC ATLANTA WELLESLEY CLUB,,
883,237157364,WELLESLEY JUNIOR SERVICE LEAGUE,,
884,237161278,WELLESLEY COLLEGE ALUMNAE ASSOC FAIRFIELD VILLAGES WELLESLEY CLUB,,
885,237162043,INTERNATIONAL ORDER OF THE RAINBOW GIRLS 28 NATICK,,
886,237163229,CATHOLIC DAUGHTERS OF AMERICA 279 CT MARQUETTE 279,,
887,237164873,CATHOLIC DAUGHTERS OF AMERICA 103 STONEHAM 103,,
888,237165810,CATHOLIC DAUGHTERS OF AMERICA 807 CT LORETTO 807 CT LORETTO,,
889,237167383,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF COLORADO,,
890,237168323,WELLESLEY COLLEGE ALUMNAE ASSOC NORTH SHORE WELLESLEY CLUB,,
891,237168457,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF SARASOTA,,
892,237168725,WELLESLEY COLLEGE ALUMNAE ASSOC SOUTH COAST WELLESLEY CLUB,,
893,237169154,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC THE HOLLY CLUB OF WRENTHAM INC,,
894,237169486,CATHOLIC DAUGHTERS OF THE AMERICAS 781 CT ANSONIA,,
895,237169487,CATHOLIC DAUGHTERS OF AMERICA 897 CT ST ANNE 897 CT ST ANNE,,
896,237169488,CATHOLIC DAUGHTERS OF AMERICA 176 REGINA 176,,
897,237169527,CATHOLIC DAUGHTERS OF AMERICA 141 CT ST AGNES 141 CT ST AGNES,,
898,237169871,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLUB LOS ANGELES,,
899,237170576,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLUB OF DALLAS,,
900,237171138,CATHOLIC DAUGHTERS OF THE AMERICAS 324 CT EVERETT,,
901,237171139,CATHOLIC DAUGHTERS OF THE AMERICAS 488 BROOKLINE,,
902,237171140,CATHOLIC DAUGHTERS OF THE AMERICAS 1065 CT CORPUS CHRISTI,,
903,237171803,CLIPPED WINGS UNITED AIR LINES STEWARDESS ALUMNAE AND FLIGHT ATTEND BOSTON CHAPTER BOS,,
904,237171840,CATHOLIC DAUGHTERS OF AMERICA 1587 ST PATRICK COURT 1587,,
905,237171841,CATHOLIC DAUGHTERS OF AMERICA 1563 CT CARDINAL WRIGHT 1563 CARDINAL WRIGHT,,
906,237171843,CATHOLIC DAUGHTERS OF AMERICA 1556 CT BISHOP WELDON 1556 CT BISHOP WELDON,,
907,237171844,CATHOLIC DAUGHTERS OF THE AMERICAS 1543 CT OUR LADY OF PRESENTATION,,
908,237171845,CATHOLIC DAUGHTERS OF THE AMERICAS 1500 CT OUR LADY,,
909,237171846,CATHOLIC DAUGHTERS OF AMERICA 1495 CT OUR LADY OF FATIMA 1495 CT OUR LADY OF FATIMA,,
910,237171847,CATHOLIC DAUGHTERS OF THE AMERICAS 1475 CT ST JOSEPH,,
911,237171849,CATHOLIC DAUGHTERS OF AMERICA 1465 OUR LADY OF THE SACRED HEART COURT 1465 CT OUR LADY SACR HRT,,
912,237171854,CATHOLIC DAUGHTERS OF AMERICA 1394 CT OUR LADY OF THE MIRACULOUS MEDA 1394 CT OUR LADY OF THE MIRA MEDAL,,
913,237171868,CATHOLIC DAUGHTERS OF AMERICA 1198 COURT MILTON 1198,,
914,237171874,CATHOLIC DAUGHTERS OF AMERICA 1154 COURT ST EDWARD 1154,,
915,237171876,CATHOLIC DAUGHTERS OF AMERICA 1123 COURT ST JUDE 1123,,
916,237171878,CATHOLIC DAUGHTERS OF AMERICA 1116 COURT OUR LADY HELP OF CHRISTIANS 1116,,
917,237174059,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN NEW HAVEN,,
918,237174464,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC AGAWAM JR WOMANS CLUB,,
919,237175560,CATHOLIC DAUGHTERS OF THE AMERICAS MASSACHUSETTS STATE COURT,,
920,237176640,CATHOLIC DAUGHTERS OF AMERICA 336 CT JOHN J WILLIAMS 336 CT JOHN J WILLIAMS,,
921,237176994,WELLESLEY COLLEGE ALUMNAE ASSOC ROCHESTER WELLESLEY CLUB,,
922,237177252,CATHOLIC DAUGHTERS OF AMERICA 438 CT READING 438 READING,,
923,237177255,CATHOLIC DAUGHTERS OF AMERICA 150 SANTA MARIA 150,,
924,237177258,CATHOLIC DAUGHTERS OF AMERICA 183 CT LA RABIDA 183 CT LA RABIDA,,
925,237177263,CATHOLIC DAUGHTERS OF AMERICA 286 CT CARMEL 286 CT MT CARMEL,,
926,237177269,CATHOLIC DAUGHTERS OF THE AMERICAS 434 CT SALEM,,
927,237177270,CATHOLIC DAUGHTERS OF AMERICA 436 CT ST JAMES 436 CT ST JAMES,,
928,237177274,CATHOLIC DAUGHTERS OF THE AMERICAS 510 MAPLEWOOD,,
929,237177275,CATHOLIC DAUGHTERS OF AMERICA 527 CT JAMES LEE 527 CT JAMES LEE,,
930,237177278,CATHOLIC DAUGHTERS OF AMERICA 617 SAINT CECILIA 617,,
931,237177279,CATHOLIC DAUGHTERS OF THE AMERICAS 584 CT HENRY A SULLIVAN,,
932,237177280,CATHOLIC DAUGHTERS OF THE AMERICAS 629 CT MARGARET,,
933,237177284,CATHOLIC DAUGHTERS OF AMERICA 783 CT ST MONICA 783 CT ST MONICA,,
934,237177285,CATHOLIC DAUGHTERS OF AMERICA 851 CT PROVINCETOWN 851 CT PROVINCETOWN,,
