Unnamed: 0,EIN,NAME,STREET,CITY,STATE,ZIP_PART_1,ZIP_PART_2,totcntrbgfts
16316,161064895,WELLESLEY COLLEGE ALUMNAE ASSOC,106 CENTRAL STREET,WELLESLEY,MA,2481,8203,125780.0
16317,161070096,HADASSAH THE WOMENS ZIONIST ORGANIZATION OF AMERICA,1320 CENTRE ST STE 205,NEWTON,MA,2459,2400,125780.0
16318,161082191,ALUMNAE ASSOCIATION OF MOUNT HOLYOKE COLLEGE INC,50 COLLEGE ST,SOUTH HADLEY,MA,1075,1423,125780.0
16319,161200417,NORTH POINT ESTATES INC,3 OAK RIDGE LN,GRAFTON,MA,1519,1075,125780.0
16320,161333890,NATIONAL PRESSURE ULCER ADVISORY PANEL INC,4 LAN DR STE 310,WESTFORD,MA,1886,3576,125780.0
16321,161428095,MUNSCHAUER FAMILY FOUNDATION,18 HANCOCK ST APT 4,BOSTON,MA,2114,4129,125780.0
16322,161434409,FRIENDS OF GOOD SAMARITAN INC,92 WHITEWOOD RD,WESTWOOD,MA,2090,2147,125780.0
16323,161456337,NORTH CENTRAL MASSACHUSETTS COMMUNITY REINVESTMENT ACT COALITN,PO BOX 2375,FITCHBURG,MA,1420,16,125780.0
16324,161538623,THE@DR JOSEPH F KARPINSKI SR FOUNDATION,KRISTINA KARPINSKI 660 WINTER ST,HOLLISTON,MA,1746,0,125780.0
16325,161541459,SARA GRECO AND LUCY MUFFOLETTO FOUNDATION,12 VINE BROOK WAY,WOBURN,MA,1801,5395,125780.0
16326,161596963,ASSOCIATION OF DRILLED SHAFT CONTRACTORS,206 TURNPIKE ROAD,SOUTHBOROUGH,MA,1772,2164,125780.0
16327,161616413,NATIONAL CELIAC ASSOCIATION INC,20 PICKERING STREET,NEEDHAM,MA,2492,3197,125780.0
16328,161627540,NEW THING INC,403 LINEBROOK RD,IPSWICH,MA,1938,1031,125780.0
16329,161628987,SOUTH MOUNTAIN COMPANY FOUNDATION,PO BOX 1260,WEST TISBURY,MA,2575,1260,125780.0
16330,161634710,NORTON EMERGENCY MANAGEMENT ORGANIZATION INC,70 E MAIN ST,NORTON,MA,2766,2310,125780.0
16331,161645318,INTERNATIONAL ASSOCIATION OF JEWISH GENEALOGICAL SOCIETIES INC,76 NORTH ST,BELCHERTOWN,MA,1007,9279,125780.0
16332,161645758,LAW ENFORCEMENT ACTION PARTNERSHIP INC,100 CUMMINGS CENTER 207-P,BEVERLY,MA,1915,6104,125780.0
16333,161649054,HEALTH IS WEALTH FOUNDATION INC,132 CARRIAGE WAY,CARLISLE,MA,1741,1648,125780.0
16334,161651297,ZOE DANCE INC,29 AUTUMN ST,SOMERVILLE,MA,2145,3101,125780.0
16335,161658406,495 METROWEST CORRIDOR PARTNERSHIP INC,200 FRIBERG PKWY STE 1003,WESTBOROUGH,MA,1581,3911,125780.0
16336,161659088,BAR NI COMMUNITY SERVICE FUND,22 BATTERYMARCH ST,BOSTON,MA,2109,4812,125780.0
16337,161661660,BAYTRUST CORPORATION,76 BEDFORD ST STE 38,LEXINGTON,MA,2420,4641,125780.0
16338,161662704,MORIJAH EVANGELICAL MISSIONARY CHURCH,21 BRUCE RD,WALTHAM,MA,2453,6956,125780.0
16339,161663904,POP WARNER LITTLE SCHOLARS INC,PO BOX 470625,BROOKLINE VLG,MA,2447,625,125780.0
16340,161666978,WELLFLEET TELECOMMUNICATORS UNION,36 GROSS HILL RD,WELLFLEET,MA,2667,7755,125780.0
16341,161671119,PRIMEIRA IGREJA BATISTA DE LINGUA PORTUGUESA DE BROCKTON,1367 MAIN ST,BROCKTON,MA,2301,7111,125780.0
16342,161678177,ANDOVER COUNTRY DAY SCHOOL INC,71 CHANDLER RD,ANDOVER,MA,1810,1232,125780.0
16343,161680342,LIVING WATERS INTERNATIONAL DELIVERANCE MINISTRY,16 BELNAP RD,HYDE PARK,MA,2136,1105,125780.0
16344,161686778,TAU EPSILON PHI FRATERNITY,11 HENRY AVE,SOMERVILLE,MA,2144,2603,125780.0
16345,161687005,EXERCICES MATINALES MISSIONARY GROUP,970 HYDE PARK AVE,HYDE PARK,MA,2136,3225,125780.0
16346,161689676,TOASTMASTERS INTERNATIONAL,27 GARFIELD AVE,WINCHESTER,MA,1890,1208,125780.0
16347,161691993,RESNICK SULLIVAN FOUNDATION INC,235 MOUNT VERNON ST,NEWTON,MA,2465,2518,125780.0
16348,161697858,WARREN COMMUNITY ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION,51 SCHOOLHOUSE DRIVE,WEST WARREN,MA,1092,0,125780.0
16349,161698640,RENEW MASSACHUSETTS COALITION FOUNDATION INC,8 KIMBALL ST,BROOKFIELD,MA,1506,1639,125780.0
16350,161699460,REVIVAL TIME EVANGELISTIC CENTER,116 FLORENCE ST,SPRINGFIELD,MA,1105,1656,125780.0
16351,161699469,SOUTHBRIDGE YOUTH SOCCER ASSOCIATION,PO BOX 276,SOUTHBRIDGE,MA,1550,276,125780.0
16352,161699736,A3D INCORPORATED,PO BOX 4452,SALEM,MA,1970,6452,125780.0
16353,161699971,MEMORIAL PARENT TEACHER ORGANIZATION,69 MAIN ST,UPTON,MA,1568,1681,125780.0
16354,161703573,PROFESSIONAL DEVELOPMENT COLLABORATIVE INC,564 CHESTNUT STREET,WABAN,MA,2468,0,125780.0
16355,161705839,IN THE SPOTLIGHT DANCE COMPANY INC,391 W WATER STREET,TAUNTON,MA,2780,4899,125780.0
16356,161706490,GREAT DOG RESCUE NE INC,9 BARTLET ST,ANDOVER,MA,1810,3655,125780.0
16357,161706626,FRIENDS OF B-R ATHLETICS INC,415 CENTER ST,BRIDGEWATER,MA,2324,1309,125780.0
16358,161711588,FRIENDS OF THE MARY O MALLEY PARK INC,PO BOX 6434,CHELSEA,MA,2150,13,125780.0
16359,161712168,EPISCOPALIANS FOR GLOBAL RECONCILIATION,157 GRANITE ST,ROCKPORT,MA,1966,1356,125780.0
16360,161712932,REDWALL FOUNDATION INC,60 ACORN PARK DR,CAMBRIDGE,MA,2140,2303,125780.0
16361,161722550,STE JEANNE D ARC HAITI FOUNDATION INC,2 BEACON ST,QUINCY,MA,2169,7118,125780.0
16362,161723991,LIVING ARTIST INSTITUTE INC,1 BEACON ST STE 1500,BOSTON,MA,2108,3139,125780.0
16363,161724803,MATCHINGDONORS COM INC,766 TURNPIKE ST,CANTON,MA,2021,2806,125780.0
16364,161726031,CHRISTIAN LATINOS ACHIEVING SUCCESS SCHOLARSHIP FUND,23 MAPLEWOOD DR,NORTH GRAFTON,MA,1536,1235,125780.0
16365,161728112,BNOT TORAH,17 CHILDS RD,LEXINGTON,MA,2421,4522,125780.0
16366,161744447,KURIAN FOUNDATION TRUST,43 DELANEY ST,STOW,MA,1775,1063,125780.0
16367,161747862,ROTARY INTERNATIONAL,PO BOX 36,COHASSET,MA,2025,36,125780.0
16368,161748574,COMMUNITIES ENGAGING WITH DIFFERENCE AND RELIGION INC,610 CENTRE ST,NEWTON,MA,2458,2326,125780.0
16369,161749641,UNIVERSAL CHARITY FOUNDATION INC,418 REGENCY LN,ABINGTON,MA,2351,4025,125780.0
16370,161753089,FRIENDS OF THE WEST NEWBURY,490 MAIN ST,WEST NEWBURY,MA,1985,1115,125780.0
16371,161754680,INSPIRING YOUNG MODELS TO BE EMPOWERED,PO BOX 200111,MISSION HILL,MA,2120,2,125780.0
16372,161757000,COMMUNITY INROADS INC,190 ACADEMY RD,NORTH ANDOVER,MA,1845,4022,125780.0
16373,161760056,NATIONAL BLACK WOMENS SOCIETY,53 GRANFIELD AVE,ROSLINDALE,MA,2131,2005,125780.0
16374,161762825,SOVEREIGN GRACE BAPTIST BIBLE CHURCH,7 VALLARO RD,HYDE PARK,MA,2136,1919,125780.0
16375,161765359,BEAM MISSIONS FOUNDATION INC,87 HANCOCK ST,LEXINGTON,MA,2420,3422,125780.0
16376,161771567,BREAK THE CHAIN,1975 DORCHESTER AVE,DORCHESTER,MA,2124,3869,125780.0
16377,161771606,INTERNATIONAL MEDICAL INTERPRETERS ASSOCIATION INC,500 WEST CUMMINGS PARK,WOBURN,MA,1801,6503,125780.0
16378,161772171,GARDENS FOR HEALTH INTERNATIONAL,2 GARDEN ST,CAMBRIDGE,MA,2138,3631,125780.0
16379,161772587,LEXINGTON POONG SUNG HAN,6 MERIAM ST,LEXINGTON,MA,2420,5309,125780.0
16380,161774076,FRAMINGHAM PUBLIC ACCESS CORPORATION,PO BOX 2884,FRAMINGHAM,MA,1703,2884,125780.0
16381,161778200,TANTASQUA EDUCATION FOUNDATION INC,PO BOX 222,FISKDALE,MA,1518,222,125780.0
16382,161779591,SECOND CHANCE ANIMAL RESCUE INC,25 JUNE AVE,OAK BLUFFS,MA,2557,6985,125780.0
16383,162627323,SHEEP POND BEACH ASSOCIATION INC,PO BOX 1481,BREWSTER,MA,2631,7481,125780.0
16384,166035496,THOREAU SOCIETY INC,341 VIRGINIA RD,CONCORD,MA,1742,2727,125780.0
16385,166044201,DIKAIA FOUNDATION INC,CO 107 CHESTNUT ST,BOSTON,MA,2108,0,125780.0
16386,166054316,CHRISTADELPHIAN PREACHING SOCIETY,PO BOX 797,MANOMET,MA,2345,797,125780.0
16387,166090191,UNITE HERE,33 HARRISON AVE,BOSTON,MA,2111,2008,125780.0
16388,200005747,FRIENDS OF PILGRIM SQUADRON INC,222 S MEADOW RD,PLYMOUTH,MA,2360,4740,125780.0
16389,200008408,WEST WARREN LIBRARY ASSOCIATION INC,2370 MAIN STREET,WEST WARREN,MA,1092,0,125780.0
16390,200008822,LYNCH SCHOOL PARENTS ASSOCIATION,10 BRANTWOOD RD,WINCHESTER,MA,1890,1710,125780.0
16391,200011504,UNION OF MINORITY NEIGHBORHOODS INC,42 SEAVERNS AVENUE,JAMAICA PLAIN,MA,2130,2884,125780.0
16392,200011660,DINOVI FAMILY FOUNDATION,3 RAVINE RD,WELLESLEY,MA,2481,1426,125780.0
16393,200017640,ANCHOR-CROSS MINISTRIES,52 OAKLAND ST,MEDFORD,MA,2155,3233,125780.0
16394,200020204,GRAFTON HILL AMERICAN LEGION BASEBALL CLUB,113 W MAIN ST,NORTHBOROUGH,MA,1532,1825,125780.0
16395,200020588,NATIONAL ALLIANCE OF CHRISTIAN HOME EDUCATION LEADERSHIP INC,46 SOUTH RD,HOLDEN,MA,1520,1003,125780.0
16396,200028749,PINKROSE FOUNDATION INC,29 BOULEVARD RD,DEDHAM,MA,2026,3003,125780.0
16397,200031316,WEST CHATHAM ASSOCIATION INC,PO BOX 291,WEST CHATHAM,MA,2669,291,125780.0
16398,200032878,LITTLE LEAGUE BASEBALL INC,642 FRANKLIN ST,MELROSE,MA,2176,1741,125780.0
16399,200033895,VINSON-OWEN PARENTS ASSOCIATION,75 JOHNSON RD,WINCHESTER,MA,1890,2236,125780.0
16400,200047226,ALL DOG RESCUE INC,PO BOX 2072,NATICK,MA,1760,15,125780.0
16401,200049265,NORTH HIGH ALUMNI ASSOCIATION,57 CEDAR STREET,WORCESTER,MA,1609,2183,125780.0
16402,200058330,GARDEN OF EDEN MINISTRIES INC,PO BOX 320241,WEST ROXBURY,MA,2132,3,125780.0
16403,200066770,WORCESTER PUBLIC LIBRARY FOUNDATION,3 SALEM SQ,WORCESTER,MA,1608,2015,125780.0
16404,200067510,WOMENEXPLORE LECTURE AND DISCUSSION FORUM INC,25 WASHINGTON AVE,CAMBRIDGE,MA,2140,2834,125780.0
16405,200071675,WILBRAHAM HAMPDEN ACADEMIC TRUST INC,621 MAIN ST,WILBRAHAM,MA,1095,1603,125780.0
16406,200075397,DUXBURY STUDENT UNION ASSOCIATION,147 ST GEORGE ST,DUXBURY,MA,2332,0,125780.0
16407,200085846,ATLANTIC HOCKEY ASSOCIATION INC,PO BOX 171689,BOSTON,MA,2117,3504,125780.0
16408,200088948,JC ENRICHMENT PROGRAMS INC,152 ELM ST STE 4,BRIDGEWATER,MA,2324,1147,125780.0
16409,200097147,OAK GROVE CAPE VERDEAN CULTURAL CENTER INC,PO BOX 1100,ONSET,MA,2558,1100,125780.0
16410,200112068,KNIGHTS OF COLUMBUS,1 POWER ST,NORTON,MA,2766,3127,125780.0
16411,200112958,FRIENDS OF ELLIOT NORTON PARK FRIENDS OF BAY VILLAGE PARKS,PO BOX 171066,BOSTON,MA,2117,1296,125780.0
16412,200122906,MONTACHUSETT VETERAN PROPERTIES INC,268 CENTRAL STREET,GARDNER,MA,1440,8312,125780.0
16413,200123972,GRAFTON LIONS CHARITIES INC,PO BOX 111,GRAFTON,MA,1519,111,125780.0
16414,200129450,CASEY-GIRL FOUNDATION INC,20 SUSAN DR,READING,MA,1867,1239,125780.0
16415,200131442,PLEASANT LAKE PARKER POND ASSOCIATION,80 RIDGE RD,WABAN,MA,2468,2136,125780.0
16416,200140214,FRIENDS OF THE HOLBROOK PUBLIC LIBRARY INC,2 PLYMOUTH ST,HOLBROOK,MA,2343,1511,125780.0
16417,200140734,FEMARA INC,PO BOX 2192,LITTLETON,MA,1460,3192,125780.0
16418,200141838,WAYLAND PUBLIC SCHOOLS PARENT TEACHER ORGANIZATION INC,41 COCHITUATE RD,WAYLAND,MA,1778,2604,125780.0
16419,200145067,BOSTON FIREFIGHTERS BURN FOUNDATION INC,55 HALLET ST,DORCHESTER,MA,2124,5407,125780.0
16420,200149788,CAPE COD ZEN CENTER,PO BOX 520,BARNSTABLE,MA,2630,520,125780.0
16421,200151111,NEW CREATION FOUNDATION INC,893 BOSTON RD,SPRINGFIELD,MA,1119,1315,125780.0
16422,200152046,PAESANI D ITALIA INC,149 HIGHLAND AVE,SOMERVILLE,MA,2143,1613,125780.0
16423,200156651,ATLANTIC WOMENS HEALTH INC,55 FOGG RD,S WEYMOUTH,MA,2190,2432,125780.0
16424,200158024,CLEAR WORD BALM IN GILEAD MINISTRY INTERNATIONAL INC,PO BOX 89,E BROOKFIELD,MA,1515,89,125780.0
16425,200159216,GRANBY BOOSTER CLUB INCORPORATED,16 GREENMEADOW LN,GRANBY,MA,1033,9594,125780.0
16426,200164797,W1 QSL BUREAU,763 PLEASANT ST,MARLBOROUGH,MA,1752,1172,125780.0
16427,200165840,FRIENDS OF THE AQUINNAH PUBLIC LIBRARY INC,955 STATE RD,AQUINNAH,MA,2535,1689,125780.0
16428,200172439,BOSTON BRUINS CHARITABLE FOUNDATION INC,100 LEGENDS WAY,BOSTON,MA,2114,1300,125780.0
16429,200172796,SEVEN HILLS FOUNDATION INC,81 HOPE AVE,WORCESTER,MA,1603,2212,125780.0
16430,200176994,BOSTON ONNURI CHURCH,73 PINE ST,WOBURN,MA,1801,3225,125780.0
16431,200177247,JOHN F KENNEDY HYANNIS MUSEUM FOUNDATION INC,PO BOX 2488,HYANNIS,MA,2601,7488,125780.0
16432,200193462,NEW BEGINNINGS SINGLES SUPPORT GROUP INC,PO BOX 489,ABINGTON,MA,2351,489,125780.0
16433,200194157,BMR HARTNETT MIDDLE SCHOOL PTO INC,35 FEDERAL ST,BLACKSTONE,MA,1504,1327,125780.0
16434,200195205,TOASTMASTERS INTERNATIONAL,25 LAKEVIEW RD,WINCHESTER,MA,1890,3833,125780.0
16435,200197130,EDWARD M HORTON CHARITABLE FOUNDATION INC,12 CHARLESGATE RD,HOPEDALE,MA,1747,1503,125780.0
16436,200198863,CONGENITAL HEART SURGEONS SOCIETY,500 CUMMINGS CTR STE 4400,BEVERLY,MA,1915,6518,125780.0
16437,200216017,ASCENTRIA CARE ALLIANCE INC,11 SHATTUCK ST,WORCESTER,MA,1605,3650,125780.0
16438,200217550,PERI SUPPORT FUND INC,418 N PLEASANT ST,AMHERST,MA,1002,1735,125780.0
16439,200220426,SOUTHEASTERN MASSACHUSETTS LAW ENFORCEMENT COUNCIL INCORPORATED,PO BOX 518,EAST FREETOWN,MA,2717,518,125780.0
16440,200221171,FRAMINGHAM YOUTH LACROSSE PROGRAM,PO BOX 3554,FRAMINGHAM,MA,1705,3554,125780.0
16441,200221876,NEW ENGLAND BLAZERS WHEELCHAIR SPORTS PROGRAMS INC,4 HICKORY LN 4 HICKORY LANE,SAUGUS,MA,1906,0,125780.0
16442,200227493,CALLITHUMPIAN PRODUCTIONS FOUNDATIO N,1610 CAMBRIDGE ST,CAMBRIDGE,MA,2138,4307,125780.0
16443,200231916,TRADITIONAL EPISCOPAL PARISH OF SAINT ANDREWS INC,18 W GROVE ST,MIDDLEBORO,MA,2346,1804,125780.0
16444,200233319,TAMU SAMAAJ SOCIETY OF BOSTON A NONPROFIT CORPORATION,3 STURGIS ST,CHELSEA,MA,2150,2123,125780.0
16445,200235715,SHARON LACROSSE ASSOCIATION,PO BOX 442,SHARON,MA,2067,442,125780.0
16446,200244417,GATEWAYS OF PEACE OF THE NATIONS INC,17 VARNEY ST,SALEM,MA,1970,1931,125780.0
16447,200256021,FRIENDS OF VETERANS MEMORIAL,PO BOX 264,WINCHENDON,MA,1475,264,125780.0
16448,200256472,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,PO BOX 310,SHELBURNE FLS,MA,1370,310,125780.0
16449,200257861,APOSTOLIC COVENANT MINISTRIES,50 HIGHLAND ST UNIT 88,TAUNTON,MA,2780,7004,125780.0
16450,200268277,SPRINGFIELD FIRST KOREAN CHURCH OF THE NAZARENE,212 COTTAGE ST,SPRINGFIELD,MA,1104,3540,125780.0
16451,200274168,PLEASANT BAY COMMUNITY BOATING INC,PO BOX 21,NORTH CHATHAM,MA,2650,21,125780.0
16452,200274962,FISKE SCHOOL PTO,55 ADAMS ST,LEXINGTON,MA,2420,1837,125780.0
16453,200279384,JOYCE JAY AND JOHN J RAYMOND JR FOUNDATION INC,420 OCEAN AVE,MARBLEHEAD,MA,1945,3852,125780.0
16454,200281629,BOSTON WOODWIND SOCIETY INC,271 CONCORD AVE UNIT 1,CAMBRIDGE,MA,2138,1397,125780.0
16455,200291599,THY KINGDOM COME,17 LAKEVIEW DR,EAST WAREHAM,MA,2538,1415,125780.0
16456,200295818,CANTON CHORAL SOCIETY,30 WATERMAN RD,CANTON,MA,2021,4206,125780.0
16457,200303049,FORMOSAN LUTHERAN CHURCH,311 BROADWAY,CAMBRIDGE,MA,2139,1819,125780.0
16458,200315510,NEWBURY FILM SERIES,31 WOODBURY ST,S HAMILTON,MA,1982,2324,125780.0
16459,200317033,MARSHFIELD YOUTH BASEBALL LEAGUE INC,PO BOX 815,MARSHFIELD,MA,2050,815,125780.0
16460,200317340,CAPE COD QUILTERS,30 STARLIGHT LN,EASTHAM,MA,2642,3022,125780.0
16461,200317624,LOWELL HERITAGE PARTNERSHIP INC,660 SUFFOLK ST STE 335,LOWELL,MA,1854,3636,125780.0
16462,200318941,NEWBURYPORT FIVE CENTS SAVINGS CHARITABLE FOUNDATION INC,63 STATE ST,NEWBURYPORT,MA,1950,6615,125780.0
16463,200329677,ARTS RESOURCES FOR THE TOWN OF SWAMPSCOTT,89 BURRILL ST,SWAMPSCOTT,MA,1907,1914,125780.0
16464,200329974,WORCESTER FIREFIGHTERS 6K ROAD RACE INC,2 ARAPAHO RD,WORCESTER,MA,1606,2600,125780.0
16465,200330856,SOUTH SHORE UNITED SOCCER CLUB INC,22 IRENE CIR,BROCKTON,MA,2302,3045,125780.0
16466,200333540,EMMAUS ROAD MINISTRIES,175 MIDDLESEX TPKE STE 3A,BEDFORD,MA,1730,1459,125780.0
16467,200334620,ALLIANCE ASSEMBLY OF GOD,407 REAR MYSTIC AVE,MEDFORD,MA,2155,0,125780.0
16468,200338834,FRIENDS OF SLEEPY HOLLOW CEMETERY INC,335 COMMONWEALTH AVE,CONCORD,MA,1742,2005,125780.0
16469,200339814,ST VINCENTDE PAUL EXCHANGE STORE INC,1799 PLEASANT ST,FALL RIVER,MA,2723,3022,125780.0
16470,200341257,BANCROFT SCHOOL PARENT-TEACHERS ORGANIZATION,15 BANCROFT RD,ANDOVER,MA,1810,4119,125780.0
16471,200341286,ACTON COMMUNITY HOUSING CORPORATION,472 MAIN ST,ACTON,MA,1720,3952,125780.0
16472,200341739,FRIENDS OF EMOYENI CHILDRENS VILLAGE INCORPORATED,121 OLD POST RD,CENTERVILLE,MA,2632,2931,125780.0
16473,200343695,SMILING KIDS,11 MAIN ST STE 12,SOUTHBOROUGH,MA,1772,1661,125780.0
16474,200343853,MARINE CORPS LEAGUE,895 NORTH ST,FEEDING HILLS,MA,1030,1329,125780.0
16475,200344672,NASH PRIMARY SCHOOL PARENT COUNCIL,1003 FRONT ST,WEYMOUTH,MA,2190,1807,125780.0
16476,200348453,BIGELOW MIDDLE SCHOOL PARENT- TEACHER ORGANIZATION INC,42 VERNON ST,NEWTON,MA,2458,2026,125780.0
16477,200352197,CHARLES RIVER ALLEYCATS INCORPORATED,58B HAMMOND ST,CAMBRIDGE,MA,2138,1918,125780.0
16478,200352967,MOUNTAIN VIEW SCHOOL PARENT TEACHER ORGANIZATION INC,C/O MTN VIEW SCHOOL 77 HAMPDEN RD,EAST LONGMEADOW,MA,1028,0,125780.0
16479,200355361,MANSFIELD GIRLS SOFTBALL ASSOCIATION,PO BOX 941,MANSFIELD,MA,2048,941,125780.0
16480,200356824,SKYVIEW MIDDLE SCHOOL PARENT TEACHER ORGANIZATION,500 KENNEDY WAY,LEOMINSTER,MA,1453,7016,125780.0
16481,200361839,AMERICAN FOUNDATION FOR BULGARIA INC,167 NEWBURY STREET,BOSTON,MA,2116,6700,125780.0
16482,200366262,LIFE CHURCH MINISTRIES INC,4 ALLSTON ST,DORCHESTER,MA,2124,2205,125780.0
16483,200367394,MASSACHUSETTS HOCKEY CHILDRENS FOUNDATION INC,77 DAVISON ST,HYDE PARK,MA,2136,2928,125780.0
16484,200367421,LENOX LAND TRUST INCORPORATED,PO BOX 81,LENOX,MA,1240,81,125780.0
16485,200374457,SOUTHCOAST INSURANCE AGENTS ASSOCIATION INC,377 2ND ST,FALL RIVER,MA,2721,1923,125780.0
16486,200380136,DMR FAMILY FOUNDATION INC,1215 CHESTNUT ST,NEWTON,MA,2464,1308,125780.0
16487,200388823,MEMORIAL HALL HOUSING INC,35 CENTRAL STREET,IPSWICH,MA,1938,1960,125780.0
16488,200397727,SOUTH COAST GIRLS SOFTBALL,2 DEERFIELD LN,FAIRHAVEN,MA,2719,5009,125780.0
16489,200401768,RAWKSTARS INC,44 SILVIA FARM DR,EAST TAUNTON,MA,2718,5153,125780.0
16490,200402790,BRAZILIAN ASSEMBLY OF GOD,33 GRAFTON ST,QUINCY,MA,2169,6910,125780.0
16491,200407083,GREENLIGHT FUND INC,50 MILK STREET 16TH FLOOR,BOSTON,MA,2109,5002,125780.0
16492,200409872,GRAFTON HIGH SCHOOL ATHLETIC BOOSTER CLUB INC,45 CLUBHOUSE WAY,SUTTON,MA,1590,2441,125780.0
16493,200413882,CAPE COD GYMNASTICS COMPETITIVE TEAM SUPPORT GROUP INC,PO BOX 721,DENNISPORT,MA,2639,721,125780.0
16494,200418563,CLARKSBURG VOLUNTEER FIRE COMPANY,181 CROSS RD,CLARKSBURG,MA,1247,4622,125780.0
16495,200424073,HEART TO HEART FOUNDATION INC,122 GLEN ECHO SHORE RD,CHARLTON,MA,1507,5426,125780.0
16496,200427755,CENTRO INTERNACIONAL DE ALABANZA BOSTON,151 COOLIDGE AVE APT 203,WATERTOWN,MA,2472,2865,125780.0
16497,200433324,CHRISTIAN CONNECTION INC,316 MILLER AVE,SHEFFIELD,MA,1257,9776,125780.0
16498,200446975,HOLT & BUGBEE FOUNDATION INC,1600 SHAWSHEEN ST,TEWKSBURY,MA,1876,1531,125780.0
16499,200452537,AGAPE INTERNATIONAL INC,PO BOX 51,ASHLAND,MA,1721,51,125780.0
16500,200455439,FRIENDS OF SHREWSBURY CREW INC,PO BOX 34,SHREWSBURY,MA,1545,34,125780.0
16501,200456144,GENERIC MINISTRY INC,PO BOX 920100,NEEDHAM,MA,2492,10,125780.0
16502,200469042,MNLA FOUNDATION FOR EDUCATIONAL EXCELLENCE INC,PO BOX 387,CONWAY,MA,1341,387,125780.0
16503,200472712,HAWKSWANEY FOUNDATION,PO BOX 721,CHILMARK,MA,2535,721,125780.0
16504,200476145,BURLINGTON EDUCATION FOUNDATION INC,PO BOX 756,BURLINGTON,MA,1803,5756,125780.0
16505,200477156,FELS FAMILY FOUNDATION,333 SHREWSBURY ST,WORCESTER,MA,1604,4081,125780.0
16506,200478181,SOLIMINE CHARITABLE CORPORATION,426 BROADWAY,LYNN,MA,1904,2644,125780.0
16507,200482070,BERKSHIRE GROWN INC,PO BOX 983,GT BARRINGTON,MA,1230,983,125780.0
16508,200499971,SHAICH FAMILY FOUNDATION,23 PRESCOTT ST,BROOKLINE,MA,2446,4020,125780.0
16509,200506301,ENDOWMENT FUND OF SAINT AUGUSTINE CHURCH,43 ESSEX ST,ANDOVER,MA,1810,3748,125780.0
16510,200508205,THE ANGLICAN CHURCH OF AMERICA,482 SOUTHBRIDGE ST STE 222,AUBURN,MA,1501,2468,125780.0
16511,200509132,HAGERTY FAMILY FOUNDATION,153 BRATTLE ST,CAMBRIDGE,MA,2138,2243,125780.0
16512,200509624,DAVI-ELLEN AND BRUCE ALLAN CHABNER FAMILY FOUNDATION INC,75 FEDERAL ST STE 1300,BOSTON,MA,2110,1921,125780.0
16513,200510180,PUFFER GARNIER FAMILY FOUNDATION INC,PO BOX 9316,AMHERST,MA,1059,9316,125780.0
16514,200511737,DR A A DAFTARY MEMORIAL MEDICAL SCHOLARSHIP FUND,53 GAMMONS RD,WABAN,MA,2468,1215,125780.0
16515,200519365,BARE HILL ROWING ASSOCIATION,PO BOX 360,HARVARD,MA,1451,360,125780.0
16516,200522081,WILLING SHEPHERDS OF JESUS CHRIST INCORPORATED,321 S BROADWAY,LAWRENCE,MA,1843,2641,125780.0
16517,200525130,TOP FLOOR LEARNING INC,1455 N MAIN ST,PALMER,MA,1069,1265,125780.0
16518,200525171,THE SHARON COOPERATIVE SCHOOL INC,29 N MAIN ST,SHARON,MA,2067,1203,125780.0
16519,200525488,LIGHTHOUSE ASSEMBLY OF GOD,522 AMERICAN LEGION HWY,WESTPORT,MA,2790,4107,125780.0
16520,200537013,SILOAM CHURCH OF BOSTON,5 ELMBROOK STREET,WALTHAM,MA,2453,0,125780.0
16521,200542258,WESTWOOD COMMUNITY CHEST,PO BOX 250,WESTWOOD,MA,2090,250,125780.0
16522,200557027,HOPKINTON BASKETBALL ASSOCIATION INC,PO BOX 336,HOPKINTON,MA,1748,336,125780.0
16523,200557453,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS AND UTILITY,99 RIDGE RD,UPTON,MA,1568,1029,125780.0
16524,200562415,SHIRLEY PUBLIC ACCESS CORPORATION,7 KEADY WAY,SHIRLEY,MA,1464,2630,125780.0
16525,200566977,SENAI FOUNDATION INC,375 COLUMBUS AVE APT 102,BOSTON,MA,2116,6079,125780.0
16526,200575135,NAGE-SEIU LOCAL 5000 TRIAL COURT OF MASS HEALTH AND WELFARE FUND,159 BURGIN PARKWAY,QUINCY,MA,2169,4251,125780.0
16527,200581741,PEPPERELL HISTORICAL SOCIETY,PO BOX 573,PEPPERELL,MA,1463,573,125780.0
16528,200582262,BERKSHIRE WALDORF HIGH SCHOOL INC,PO BOX 905,GT BARRINGTON,MA,1230,905,125780.0
16529,200585630,INNOVATION ACADEMY COMMUNITY ASSOCIATION INCORPORATED,72 TYNG RD,TYNGSBORO,MA,1879,2044,125780.0
16530,200588190,CENTER FOR INFORMATION AND STUDY ON CLINICAL RESEARCH PARTICIPATION,56 COMMERCIAL WHARF,BOSTON,MA,2110,3801,125780.0
16531,200588579,RHEMA GOSPEL CHURCH INTERNATIONAL,72 MULBERRY ST,WORCESTER,MA,1605,3077,125780.0
16532,200597028,CORINTHIAN SAILING FOUNDATION INC,1 NAHANT ST,MARBLEHEAD,MA,1945,3823,125780.0
